name,price,spec_score,display_inches,pixel_resolution,network_connection,smart_tv,speakers,processor,viewing_angle,misc
Karbon KJW32NSHD 32 inch HD Ready LED TV,"₹7,999",37,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
LG 55A2PSA 55 inch Ultra HD 4K Smart OLED TV,"₹1,04,990",71,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",α7 Gen5 AI Processor 4K Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL043UOA024601 43-Inch Ultra HD 4K Smart LED TV,"₹28,990",67,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung Neo QA65QN700BKXXL 65-inch Ultra HD 8K Smart QLED TV,"₹3,14,990",89,"65 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 60 w Output",Neural Quantum Processor Lite 8K Processor,"Ultra Slim, 178 ° Viewing Angle","4 HDMI Ports, 3 USB Ports"
Candy C43KA66 43 Inch Full HD LED Smart TV,"₹17,500",58,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",32 GB Storage,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Westinghouse WH50UD82 50 Inch Ultra HD 4K Smart LED TV,"₹24,499",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex-A53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL050UOA024601 50 Inch Ultra HD Smart LED TV,"₹34,990",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL055UOA024601 55 Inch Ultra HD 4K Smart LED TV,"₹40,990",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Westinghouse WH43UD10 43 Inch Ultra HD 4K Smart LED TV,"₹19,499",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM Cortex-A53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung 8 Series UA43BU8000KLXL 43-inch Ultra HD 4K Smart LED TV,"₹44,290",70,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Vu Masterpiece Glo Series 55QPM 55 inch Ultra HD 4K Smart QLED TV,"₹76,490",80,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 100 w Output","3 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Xiaomi Fire TV F2 50 inch Ultra HD 4K Smart LED TV,"₹48,990",73,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Xiaomi Fire TV F2 43 inch Ultra HD 4K Smart LED TV,"₹39,999",71,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Xiaomi Fire TV F2 55 inch Ultra HD 4K Smart LED TV,"₹54,990",74,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
NDGO N-32FL 32 Inch Full HD Smart LED TV,"₹13,999",53,"32 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Sansui JSFT32SKHD 32-inch HD Ready Smart LED TV,"₹13,499",47,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Sony 50W820K 50 inch Ultra HD 4K Smart LED TV,"₹65,999",68,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output",16 GB Storage,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
iMee Premium-40S 40 inch HD Ready Smart LED TV,"₹17,999",48,"40 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Nokia 55UHDADNVVGE 55 inch Ultra HD 4K Smart LED TV,"₹39,999",69,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hyundai SMTHY40HD52TYW 39 inch HD Ready Smart LED TV,"₹18,990",50,"39 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","A53 1.5 GHz Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Hyundai ATHY24K4HDV531W 24 inch HD Ready LED TV,"₹8,999",32,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
Nokia 40FHDADNVVEE 40 inch Full HD Smart LED TV,"₹18,999",54,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Nokia 43FHDADNVVEE 43 inch Full HD Smart LED TV,"₹22,999",54,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Hyundai UHDHY50B78VRTNW 50 inch Ultra HD 4K Smart LED TV,"₹30,990",71,"40 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","A53 1.5 GHz Quad Core Processor, 2 GB RAM, 16 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hyundai SMTHY43FHDB52VRYVT 43 inch Full HD Smart LED TV,"₹22,990",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","A53 1.5 GHz Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Hyundai SMTHY32HDB52VRTYW 32 inch HD Ready Smart LED TV,"₹11,990",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","A53 1.5 GHz Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Hyundai SMTHY32WSR6YI5 32 inch HD Ready Smart LED TV,"₹12,490",49,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55 1.1 GHz Quad Core Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hyundai UHDHY50WSR4BYI5 50 inch Ultra HD 4K Smart LED TV,"₹29,499",68,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","ARM CA55 1.1 GHz Quad Core Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Hyundai UHDHY55WSR4BYI5 55 inch Ultra HD 4K Smart LED TV,"₹33,999",68,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 16 w Output","ARM CA55 1.1 GHz Quad Core Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Nokia 43UHDADNVVGE 43 inch Ultra HD 4K Smart LED TV,"₹25,999",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Samsung The Frame QA75LS03BAKXXL 75 inch Ultra HD 4K Smart QLED TV,"₹2,77,426",84,"75 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",3D TV: No
Samsung The Frame QA65LS03BAKLXL 65 inch Ultra HD 4K Smart QLED TV,"₹1,27,990",79,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 40 w Output","2.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports"
Motorola Revou 2 50UHDADMVVGE 50 inch Ultra HD 4K Smart LED TV,"₹27,999",67,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Motorola Revou 2 43 inch Full HD Smart LED TV,"₹21,999",58,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 24 w Output","Quad core Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Samsung QA85QN90BAKXXL 85 inch Ultra HD 4K Smart QLED TV,"₹6,29,000",87,"85 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.2.2 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA65Q80BAKLXL 65 inch Ultra HD 4K Smart QLED TV,"₹1,59,990",82,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,60 w Output,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA75Q60BAKXXL 75 inch Ultra HD 4K Smart QLED TV,"₹2,94,990",81,"75 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Samsung QA50QN90BAKLXL 50 inch Ultra HD 4K Smart QLED TV,"₹93,000",79,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2.2CH Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA55Q80BAKLXL 55 inch Ultra HD 4K Smart QLED TV,"₹99,990",80,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,60 w Output,178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA65QN90BAKLXL 65 inch Ultra HD 4K Smart QLED TV,"₹1,99,990",84,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.2.2CH Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA55QN90BAKLXL 55 inch Ultra HD 4K Smart QLED TV,"₹1,46,250",84,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"4.2.2CH Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",Screen Mirroring / Miracast Support
Samsung QA65QN85BAKLXL 65 Inch Ultra HD 4K Smart QLED TV,"₹1,89,490",84,"65 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2.2.2CH Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung QA75QN800BKXXL 75 inch Ultra HD 8K Smart QLED TV,"₹7,24,990",93,"75 in, QLED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,70 w Output,"Ultra Slim, 178 ° Viewing Angle","4 HDMI Ports, 3 USB Ports",3D TV: No
Samsung QA55QN85BAKLXL 55 Inch Ultra HD 4K Smart QLED TV,"₹1,34,490",82,"55 in, QLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2.2.2CH Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Samsung The Serif QA50LS01TAKLXL 50 inch Ultra HD 4K Smart QLED TV,"₹69,990",66,"50 in, QLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"4 Speakers, 40 w Output",178 ° Viewing Angle,"4 HDMI Ports, 2 USB Ports",3D TV: No
Oppo TV K9X 65 inch Ultra HD 4K Smart LED TV,"₹55,999",69,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",2 GB RAM,178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports"
TCL 75C835 75 Inch Ultra HD 4K Smart Mini LED TV,"₹1,99,990",72,"75 in, miniLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 60 w Output",178 ° Viewing Angle,"4 HDMI Ports, 1 USB Ports",Screen Mirroring / Miracast Support
Inno-Q Pro IN32-FN Pro 32 inch HD Ready LED TV,"₹7,115",32,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
Inno-Q Pro IN24-BNPRO 24 inch HD Ready LED TV,"₹5,390",33,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
Onida 43FIV 43 inch Full HD Smart LED TV,"₹23,999",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Inno-Q Pro IN32-BNPro 32 inch HD Ready LED TV,"₹7,290",32,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports","60 Hz, 16:09 Ratio",
Inno-Q Pro IN32-FSPro 32 inch HD Ready Smart LED TV,"₹7,828",48,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Beston BS55UW1 55 inch Ultra HD 4K Smart LED TV,"₹28,999",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 30 w Output","‎Mali G31 MP2 700MHz Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 3 USB Ports"
Beston BS43FW1 43 inch Full HD Smart LED TV,"₹20,499",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 3 USB Ports",Supports Apps & Games
Candes PC24S001 24 inch HD Ready Smart LED TV,"₹6,990",37,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle,"1 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Haier LE32D4000 32 inch HD Ready LED TV,"₹13,800",35,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output",178 ° Viewing Angle,"3 HDMI Ports, 1 USB Ports",60 Hz,
Onida 55UIV 55 inch Ultra HD 4K Smart LED TV,"₹37,999",66,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 10 w Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
iMee Elite 32SFL 32 inch HD Ready Smart LED TV,"₹11,999",49,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Adsun Frameless A-4300S/F 40 inch Full HD Smart LED TV,"₹16,149",51,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Blaupunkt Cybersound 40 Inch HD Ready Smart LED TV,"₹15,999",50,"40 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 - 1.4 GHz Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Croma CREL040HBC024601 39 Inch HD Ready Smart LED TV,"₹11,994",41,"39 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,16 w Output,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Infinix X3 40 inch Full HD Smart LED TV,"₹19,999",53,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"4 Speakers, 36 w Output",170 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",3D TV: No
Daiwa D32SM9 32 inch HD Ready Smart LED TV,"₹11,990",51,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","A-53  Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Akai AKLT43S-FL29M 43 inch Full HD Smart LED TV,"₹24,230",56,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,20 w Output,"1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Lloyd 43US850C 43 Inch Ultra HD 4K Smart LED TV,"₹36,099",66,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sansui JSY24NSHD 24 Inch HD Ready LED TV,"₹7,990",34,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",Quad Core Processor,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports",3D TV: No
BPL 65U-A4310 65 inch Ultra HD 4K Smart LED TV,"₹59,999",68,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",60 Hz
Sony Bravia XR-55A75K 55 inch Ultra HD 4K Smart OLED TV,"₹4,99,999",81,"55 in, OLED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,Cognitive Processor XR Processor,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Power Guard PG32FSVC 32 inch HD Ready Smart LED TV,"₹10,499",54,"32 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
TCL 32S5202 32 inch HD Ready Smart LED TV,"₹13,990",50,"32 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 16 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
TCL 32D311 32 inch HD Ready LED TV,"₹14,400",33,"32 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 16 w Output",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports",3D TV: No,"60 Hz, 16:09 Ratio"
JVC LT-32N385CCE 32 inch HD Ready Smart LED TV,"₹10,490",50,"31.5 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 12 w Output","Quad Core Processor, 1 GB RAM, 8 Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Akai AKLT43S-DFL9M 43 inch Full HD Smart LED TV,"₹21,499",56,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,20 w Output,"1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Akai AKLT40S-D409W 40 Inch HD Ready Smart LED TV,"₹19,990",51,"40 in, LED TV",1366 x 768 pixels,"Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Akai AKLT24N-D53W 24 Inch HD Ready LED TV,"₹7,850",31,"24 in, LED TV",1366 x 768 pixels,Smart TV: No,"2 Speakers, 20 w Output",170 ° Viewing Angle,"1 HDMI Ports, 1 USB Ports",3D TV: No,"50 Hz, 16 : 9 Ratio"
Akai AKLT50U-F7VSW 50 inch Ultra HD 4K Smart LED TV,"₹37,999",71,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 3 USB Ports"
Impex GRANDE 43 AU1043 inch Full HD Smart LED TV,"₹24,900",57,"43 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 20 Output","ARM Cotex A53 Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Sony Bravia XR-75Z9K 75 inch Ultra HD 8K Smart Mini LED TV,"₹14,99,999",76,"75 in, Mini LED TV","8K Resolution, 7680 x 4320 pixels","Wifi, Ethernet",Smart TV,178 ° Viewing Angle,"4 HDMI Ports, 3 USB Ports",3D TV: No,Supports Apps & Games
Sony Bravia XR-42A90K 42 inch Ultra HD 4K Smart OLED TV,"₹5,99,999",79,"42 in, OLED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support,120 Hz
iFFALCON 43F52 43-inch Full HD Smart LED TV,"₹18,999",52,"43 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 1 USB Ports"
Lloyd 58US900C 58 inch Ultra HD 4K Smart LED TV,"₹60,999",66,"57.48 in, LED TV","4K Resolution, 3840 x 2160 pixels",Wifi,Smart TV,"2 Speakers, 20 Output",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports",Screen Mirroring / Miracast Support
Oxygen 65A2 65 inch Ultra HD 4K Smart LED TV,"₹69,990",74,"65 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 20 w Output","ARM CA55 Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Oxygen 50A2 50 inch Ultra HD 4K Smart LED TV,"₹39,990",70,"50 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"3 Speakers, 20 w Output","ARM CA55 Quad Core Processor, 1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
NDGO N-40 40 Inch Full HD Smart LED TV,"₹19,999",52,"40 in, LED TV","Full HD, 1920 x 1080 pixels",Wifi,Smart TV,"2 Speakers, 30 w Output","1 GB RAM, 8 GB Storage",178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Kodak 7XPro 50UHDX7XPROBL 50-inch Ultra HD 4K Smart LED TV,"₹24,999",68,"49.61 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Kodak 7XPro 55UHDX7XPROBL 55-inch Ultra HD 4K Smart LED TV,"₹29,499",69,"54.72 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 40 w Output","ARM Cortex A53 Processor, 2 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Daiwa D55U1WOS 55-inch Ultra HD 4K Smart LED TV,"₹49,999",71,"55 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55  Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Daiwa D43U1WOS 43-inch Ultra HD 4K Smart LED TV,"₹34,999",69,"43 in, LED TV","4K Resolution, 3840 x 2160 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output","ARM CA55  Processor, 1.5 GB RAM, 8 GB Storage",178 ° Viewing Angle,"3 HDMI Ports, 2 USB Ports"
Candes CTPL40E1S 40 inch Full HD Smart LED TV,"₹14,490",52,"40 in, LED TV","Full HD, 1920 x 1080 pixels","Wifi, Ethernet",Smart TV,"2 Speakers, 20 w Output",1 GB RAM,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
Dyanora DY-LD32H0S 32 inch HD Ready Smart LED TV,"₹7,999",47,"31.5 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",1 GB RAM,178 ° Viewing Angle,"2 HDMI Ports, 2 USB Ports"
ADSUN A-2440S 24 Inch HD Ready Smart LED TV,"₹6,649",42,"24 in, LED TV",1366 x 768 pixels,Wifi,Smart TV,"2 Speakers, 20 w Output",178 ° Viewing Angle,"1 HDMI Ports, 1 USB Ports",3D TV: No
